Date,_GSPC
2015-12-23,0.6121328323204803
2015-12-24,0.6090770101907718
2015-12-28,0.6091230580463858
2015-12-29,0.6092597642159046
2015-12-30,0.6081531964443372
2015-12-31,0.6072849316768522
2016-01-04,0.6088849731398935
2016-01-05,0.6060733999734736
2016-01-06,0.6059973154741657
2016-01-07,0.6028129203826912
2016-01-08,0.5928656924491629
2016-01-11,0.5916639309355065
2016-01-12,0.5916649865585643
2016-01-13,0.5913572441570115
2016-01-14,0.5881179562099007
2016-01-15,0.6016027159691357
2016-01-19,0.6246957642485786
2016-01-20,0.6287234080495955
2016-01-21,0.6605429243194642
2016-01-22,0.6755356358232145
2016-01-25,0.6642957593052927
2016-01-26,0.6599167375273777
2016-01-27,0.6778967890363464
2016-01-28,0.6840607253047186
2016-01-29,0.683161545067855
2016-02-01,0.6730313096542688
2016-02-02,0.6902386488134034
2016-02-03,0.6856237370562841
2016-02-04,0.6857100692893116
2016-02-05,0.6862526603708718
2016-02-08,0.6772298880405544
2016-02-09,0.6768790219029086
2016-02-10,0.6792959482479262
2016-02-11,0.6793807694585094
2016-02-12,0.6823622504730584
2016-02-16,0.6721808968017101
2016-02-17,0.6685293102863972
2016-02-18,0.6615458635693512
2016-02-19,0.6612813208714575
2016-02-22,0.6612852177188787
2016-02-23,0.673925090840942
2016-02-24,0.6695630705616678
2016-02-25,0.6786005685736255
2016-02-26,0.6752657929081692
2016-02-29,0.6806774055550544
2016-03-01,0.6883249996059982
2016-03-02,0.6729639947885114
2016-03-03,0.6742492457225681
2016-03-04,0.6760352509261749
2016-03-07,0.6757400822972656
2016-03-08,0.6757646727283896
2016-03-09,0.6735939147332543
2016-03-10,0.673472604579429
2016-03-11,0.679497626181476
2016-03-14,0.672769041133018
2016-03-15,0.6727332392337675
2016-03-16,0.6726982914909236
2016-03-17,0.6727675719574834
2016-03-18,0.6790141851481468
2016-03-21,0.6818602236720751
2016-03-22,0.6819179943325487
2016-03-23,0.6820716000448814
2016-03-24,0.6849971592651147
2016-03-28,0.684997788575811
2016-03-29,0.6855796162303956
2016-03-30,0.6873985736529401
2016-03-31,0.6870498259164374
2016-04-01,0.6872736493327598
2016-04-04,0.6860992459986996
2016-04-05,0.685831717415536
2016-04-06,0.6856488057887514
