Date,RARP_RI,RP_naive,VT_naive
2014-06-03,-0.00038131414052667146,-0.00019221671121311972,-0.00021346237144220318
2014-06-04,-3.356671018434763e-05,-3.18849394951638e-05,-3.596457499970948e-05
2014-06-05,0.0006588933675507922,0.0004700715471687018,0.00035867979515182165
2014-06-06,0.00017241875001889172,0.00010956695159125949,7.161800510462827e-05
2014-06-09,0.00010067168383567062,0.00016017305149345476,0.00014790599152380332
2014-06-10,4.297369270764886e-05,6.52025876002797e-05,4.182949112362538e-05
2014-06-11,-0.0002570991058439715,-0.0002528192412248301,-0.0002236026652146255
2014-06-12,0.0003983340840967323,0.00036706690032705476,0.0004256335805682623
2014-06-13,-7.703414964148577e-05,-0.0001599430698059508,-0.00016992838230072874
2014-06-16,4.821088874673856e-05,0.0001465980176664332,0.00012462834073046793
2014-06-17,-0.0005060942359383044,-0.00031442210672455234,-0.0003719257468710917
2014-06-18,0.0014363709448736973,0.0006340461151892499,0.0007267147618326643
2014-06-19,0.0010536273218976029,0.00045067139567314137,0.0005772135741540964
2014-06-20,0.00016134863576339976,4.561881140825205e-05,4.690233690186146e-05
2014-06-23,-9.585651247844657e-07,1.4380727190554749e-05,1.3211911379163367e-05
2014-06-24,-0.00010509039086000182,6.59410901165626e-05,6.760193417087335e-05
2014-06-25,0.00029044443432177033,-8.289118602533991e-06,-8.887286243235723e-06
2014-06-26,0.00010068559346858718,6.379966176774893e-05,7.608936722951978e-05
2014-06-27,0.00034931230083713315,0.00025867089160520895,0.00024313052792389312
2014-06-30,0.00015707732033375262,7.146260630981057e-05,2.8318666849446995e-05
2014-07-01,0.00043060858056871254,0.0001830510358016032,0.00014281549912962025
2014-07-02,-0.00021041335545415218,-0.00018433965408909465,-0.0001788889386940273
2014-07-03,-1.9970511038775696e-05,-0.00025031857074813096,-0.0002525744764126747
2014-07-07,3.01283733090105e-05,0.00017485499552640573,0.00020692540635037024
2014-07-08,-0.00021613257143275478,-1.4544586080093977e-05,5.959935804927671e-05
2014-07-09,0.00030931889668207846,3.072805683534163e-05,6.276387620882487e-05
2014-07-10,-6.71682532001069e-05,4.3432634046944776e-05,0.00010861931295942961
2014-07-11,0.0002582134542614332,0.0001350308747123064,0.00016530846575492806
2014-07-14,-0.0002240957011266763,-0.00028557267471688457,-0.0004553492422511991
2014-07-15,-0.0004020923554131201,-0.00023652314834960225,-0.00029859326957679865
2014-07-16,0.0004815606775579114,0.00023714722619849982,0.0002742947059337969
2014-07-17,-0.00021208920429372158,0.00011870489061328654,0.0003118046824932201
2014-07-18,0.0003464890951146538,-7.448150602380792e-05,-0.00015706851599831296
2014-07-21,2.0523079748956184e-05,0.00017052950724038586,0.0001830612330201487
2014-07-22,0.0002984274441871421,-7.194514513628102e-05,-8.006911041415192e-05
2014-07-23,0.00036699690710013933,0.0002499160021887633,0.00023598603047428278
2014-07-24,-0.0005459303716928729,-0.0002764186522163346,-0.00038274209544824657
2014-07-25,7.440908514182084e-05,0.0001422088362998114,0.0002588857524519507
2014-07-28,-0.0001051457141649183,-5.989068463176275e-05,-8.652853626122035e-05
2014-07-29,-0.00042642604358675187,-0.00012068269611291337,-0.00010843074686762186
2014-07-30,-0.0006875366116631658,-0.0003338815469822508,-0.0004589193953429698
